PLZ4	KTKZ	GDENR	GDENAMK
4006	BS	2701	Basel
4007	BS	2701	Basel
4008	BS	2701	Basel
4009	BS	2701	Basel
4010	BS	2701	Basel
4011	BS	2701	Basel
4012	BS	2701	Basel
4013	BS	2701	Basel
4014	BS	2701	Basel
4015	BS	2701	Basel
4016	BS	2701	Basel
4017	BS	2701	Basel
4018	BS	2701	Basel
4019	BS	2701	Basel
4020	BS	2701	Basel
4021	BS	2701	Basel
4022	BS	2701	Basel
4023	BS	2701	Basel
4024	BS	2701	Basel
4025	BS	2701	Basel
4026	BS	2701	Basel
4027	BS	2701	Basel
4028	BS	2701	Basel
4029	BS	2701	Basel
4030	BS	2701	Basel
4031	BS	2701	Basel
4032	BS	2701	Basel
4033	BS	2701	Basel
4034	BS	2701	Basel
4035	BS	2701	Basel
4036	BS	2701	Basel
4037	BS	2701	Basel
4038	BS	2701	Basel
4039	BS	2701	Basel
4040	BS	2701	Basel
4041	BS	2701	Basel
4042	BS	2701	Basel
4043	BS	2701	Basel
4044	BS	2701	Basel
4045	BS	2701	Basel
4046	BS	2701	Basel
4047	BS	2701	Basel
4048	BS	2701	Basel
4049	BS	2701	Basel
4050	BS	2701	Basel
4051	BS	2701	Basel
4052	BS	2701	Basel
4053	BS	2701	Basel
4054	BS	2701	Basel
4055	BS	2701	Basel
4056	BS	2701	Basel
4057	BS	2701	Basel
4058	BS	2701	Basel
4059	BS	2701	Basel
4102	BL	2765	Binningen
4103	BL	2767	Bottmingen
4104	BL	2771	Oberwil (BL)
4105	BL	2764	Biel-Benken
4106	BL	2775	Therwil
4107	BL	2768	Ettingen
4108	SO	2481	Witterswil
4114	SO	2476	Hofstetten-Flüh
4115	SO	2477	Metzerlen-Mariastein
4116	SO	2477	Metzerlen-Mariastein
4117	BL	2783	Burg im Leimental
4118	SO	2479	Rodersdorf
4123	BL	2762	Allschwil
4124	BL	2774	Schönenbuch
4125	BS	2703	Riehen
4126	BS	2702	Bettingen
4127	BL	2766	Birsfelden
4132	BL	2770	Muttenz
4142	BL	2769	Münchenstein
4143	SO	2473	Dornach
4144	BL	2763	Arlesheim
4145	SO	2474	Gempen
4146	SO	2475	Hochwald
4148	BL	2772	Pfeffingen
4202	BL	2785	Duggingen
4203	BL	2786	Grellingen
4204	SO	2618	Himmelried
4206	SO	2480	Seewen
4207	BL	2883	Bretzwil
4208	SO	2621	Nunningen
4222	BL	2793	Zwingen
4223	BL	2781	Blauen
4224	BL	2789	Nenzlingen
4225	BL	2782	Brislach
4226	SO	2613	Breitenbach
4227	SO	2614	Büsserach
4228	SO	2615	Erschwil
4229	SO	2612	Beinwil (SO)
4232	SO	2616	Fehren
4233	SO	2620	Meltingen
4242	BL	2787	Laufen
4243	BL	2784	Dittingen
4244	BL	2791	Röschenz
4245	SO	2619	Kleinlützel
4246	BL	2792	Wahlen
4247	SO	2617	Grindel
4252	SO	2611	Bärschwil
4253	BL	2788	Liesberg
4254	BL	2788	Liesberg
4302	BL	2822	Augst
4303	AG	4252	Kaiseraugst
4304	BL	2826	Giebenach
4310	AG	4258	Rheinfelden
4312	AG	4253	Magden
4313	AG	4254	Möhlin
4314	AG	4263	Zeiningen
4315	AG	4264	Zuzgen
4316	AG	4251	Hellikon
4317	AG	4262	Wegenstetten
4322	AG	4255	Mumpf
4323	AG	4261	Wallbach
4324	AG	4256	Obermumpf
4325	AG	4259	Schupfart
4332	AG	4260	Stein (AG)
4333	AG	4172	Münchwilen (AG)
4334	AG	4177	Sisseln
4402	BL	2824	Frenkendorf
4410	BL	2829	Liestal
4411	BL	2833	Seltisberg
4412	SO	2478	Nuglar-St. Pantaleon
4413	SO	2472	Büren (SO)
4414	BL	2825	Füllinsdorf
4415	BL	2828	Lausen
4416	BL	2823	Bubendorf
4417	BL	2834	Ziefen
4418	BL	2893	Reigoldswil
4419	BL	2830	Lupsingen
4421	SO	2478	Nuglar-St. Pantaleon
4422	BL	2821	Arisdorf
4423	BL	2827	Hersberg
4424	BL	2881	Arboldswil
4425	BL	2894	Titterten
4426	BL	2889	Lauwil
4431	BL	2882	Bennwil
4432	BL	235	GR	3612	Obersaxen
7136	GR	3612	Obersaxen
7137	GR	3617	Mundaun
7141	GR	3577	Luven
7142	GR	3592	Cumbel
7143	GR	3596	Morissen
7144	GR	3605	Vella
7145	GR	3594	Degen
7146	GR	3594	Degen
7147	GR	3604	Vignogn
7148	GR	3595	Lumbrein
7149	GR	3606	Vrin
7151	GR	3582	Schluein
7152	GR	3581	Sagogn
7153	GR	3572	Falera
7154	GR	3580	Ruschein
7155	GR	3576	Ladir
7157	GR	3615	Siat
7158	GR	3616	Waltensburg/Vuorz
7159	GR	3611	Andiast
7162	GR	3981	Breil/Brigels
7163	GR	3981	Breil/Brigels
7164	GR	3981	Breil/Brigels
7165	GR	3981	Breil/Brigels
7166	GR	3987	Trun
7167	GR	3987	Trun
7168	GR	3987	Trun
7172	GR	3985	Sumvitg
7173	GR	3985	Sumvitg
7174	GR	3985	Sumvitg
7175	GR	3985	Sumvitg
7176	GR	3985	Sumvitg
7180	GR	3982	Disentis/Mustér
7182	GR	3982	Disentis/Mustér
7183	GR	3982	Disentis/Mustér
7184	GR	3983	Medel (Lucmagn)
7186	GR	3982	Disentis/Mustér
7187	GR	3986	Tujetsch
7188	GR	3986	Tujetsch
7189	GR	3986	Tujetsch
7202	GR	3945	Trimmis
7203	GR	3945	Trimmis
7204	GR	3946	Untervaz
7205	GR	3947	Zizers
7206	GR	3942	Landquart
7208	GR	3954	Malans
7212	GR	3972	Seewis im Prättigau
7213	GR	3961	Grüsch
7214	GR	3961	Grüsch
7215	GR	3961	Grüsch
7220	GR	3962	Schiers
7222	GR	3962	Schiers
7223	GR	3891	Luzein
7224	GR	3891	Luzein
7226	GR	3962	Schiers
7228	GR	3962	Schiers
7231	GR	3863	Jenaz
7232	GR	3862	Furna
7233	GR	3863	Jenaz
7235	GR	3861	Fideris
7241	GR	3881	Conters im Prättigau
7242	GR	3891	Luzein
7243	GR	3891	Luzein
7244	GR	3891	Luzein
7245	GR	3893	St. Antönien
7246	GR	3893	St. Antönien
7247	GR	3883	Saas
7249	GR	3871	Klosters-Serneus
7250	GR	3871	Klosters-Serneus
7252	GR	3871	Klosters-Serneus
7260	GR	3851	Davos
7265	GR	3851	Davos
7270	GR	3851	Davos
7272	GR	3851	Davos
7276	GR	3851	Davos
7277	GR	3851	Davos
7278	GR	3851	Davos
7302	GR	3955	Landquart
7303	GR	3955	Landquart
7306	GR	3951	Fläsch
7307	GR	3952	Jenins
7312	SG	3294	Pfäfers
7313	SG	3294	Pfäfers
7314	SG	3294	Pfäfers
7317	SG	3294	Pfäfers
7320	SG	3296	Sargans
7323	SG	3297	Vilters-Wangs
7324	SG	3297	Vilters-Wangs
7325	SG	3293	Mels
7326	SG	3293	Mels
7403	GR	3723	Rhäzüns
7404	GR	3671	Tomils
7405	GR	3637	Rothenbrunnen
7407	GR	3671	Tomils
7408	GR	3661	Cazis
7411	GR	3640	Sils im Domleschg
7412	GR	3638	Scharans
7413	GR	3633	Fürstenau
7414	GR	3633	Fürstenau
7416	GR	3631	Almens
7417	GR	3634	Paspels
7418	GR	3671	Tomils
7419	GR	3671	Tomils
7421	GR	3661	Cazis
7422	GR	3661	Cazis
7423	GR	3661	Cazis
7424	GR	3661	Cazis
7425	GR	3663	Masein
7426	GR	3662	Flerden
7427	GR	3670	Urmein
7428	GR	3669	Tschappina
7431	GR	3503	Mutten
7432	GR	3712	Zillis-Reischen
7434	GR	3695	Sufers
7435	GR	3694	Splügen
7436	GR	3694	Splügen
7437	GR	3693	Nufenen
7438	GR	3691	Hinterrhein
7440	GR	3701	Andeer
7443	GR	3701	Andeer
7444	GR	3713	Ferrera
7445	GR	3713	Ferrera
7446	GR	3681	Avers
7447	GR	3681	Avers
7448	GR	3681	Avers
7451	GR	3501	Alvaschein
7452	GR	3532	Cunter
7453	GR	3541	Tinizong-Rona
7454	GR	3541	Tinizong-Rona
7455	GR	3534	Mulegns
7457	GR	3531	Bivio
7458	GR	3502	Mon
7459	GR	3504	Stierva
7460	GR	3539	Savognin
7462	GR	3538	Salouf
7463	GR	3536	Riom-Parsonz
7464	GR	3536	Riom-Parsonz
7472	GR	3515	Surava
7473	GR	3511	Alvaneu
7477	GR	3522	Filisur
7482	GR	3521	Bergün/Bravuogn
7484	GR	3521	Bergün/Bravuogn
7492	GR	3511	Alvaneu
7493	GR	3514	Schmitten (GR)
7500	GR	3787	St. Moritz
7502	GR	3781	Bever
7503	GR	3786	Samedan
7504	GR	3784	Pontresina
7505	GR	3782	Celerina/Schlarigna
7513	GR	3790	Silvaplana
7514	GR	3789	Sils im Engadin/Segl
7515	GR	3789	Sils im Engadin/Segl
7516	GR	3792	Bregaglia
7517	GR	3789	Sils im Engadin/Segl
7522	GR	3785	La Punt-Chamues-ch
7523	GR	3783	Madulain
7524	GR	3791	Zuoz
7525	GR	3788	S-chanf
7526	GR	3788	S-chanf
7527	GR	3746	Zernez
7532	GR	3847	Val Müstair
7533	GR	3847	Val Müstair
7534	GR	3847	Val Müstair
7535	GR	3847	Val Müstair
7536	GR	3847	Val Müstair
7537	GR	3847	Val Müstair
7542	GR	3744	Susch
7543	GR	3743	Lavin
7546	GR	3741	Ardez
7550	GR	3762	Scuol
7551	GR	3761	Ftan
7552	GR	3745	Tarasp
7553	GR	3745	Tarasp
7554	GR	3763	Sent
7556	GR	3751	Ramosch
7559	GR	3753	Tschlin
7560	GR	3753	Tschlin
7562	GR	3752	Samnaun
7563	GR	3752	Samnaun
7602	GR	3792	Bregaglia
7603	GR	3792	Bregaglia
7604	GR	3792	Bregaglia
7605	GR	3792	Bregaglia
7606	GR	3792	Bregaglia
7608	GR	3792	Bregaglia
7610	GR	3792	Bregaglia
7710	GR	3561	Poschiavo
7741	GR	3561	Poschiavo
7742	GR	3561	Poschiavo
7744	GR	3551	Brusio
7745	GR	3561	Poschiavo
7746	GR	3561	Poschiavo
7747	GR	3551	Brusio
7748	GR	3551	Brusio
8000	ZH	261	Zürich
8041	ZH	261	Zürich
8044	ZH	191	Dübendorf
8051	ZH	261	Zürich
8052	ZH	261	Zürich
8102	ZH	245	Oberengstringen
8103	ZH	249	Unterengstringen
8104	ZH	251	Weiningen (ZH)
8105	ZH	96	Regensdorf
8106	ZH	96	Regensdorf
8107	ZH	83	Buchs (ZH)
8108	ZH	84	Dällikon
8109	AG	4048	Würenlos
8112	ZH	94	Otelfingen
8113	ZH	82	Boppelsen
8114	ZH	85	Dänikon
8115	ZH	87	Hüttikon
8117	ZH	193	Fällanden
8118	ZH	193	Fällanden
8121	ZH	193	Fällanden
8122	ZH	195	Maur
8123	ZH	195	Maur
8124	ZH	195	Maur
8125	ZH	161	Zollikon
8126	ZH	160	Zumikon
8132	ZH	192	Egg
8133	ZH	192	Egg
8134	ZH	131	Adliswil
8136	ZH	141	Thalwil
8142	ZH	248	Uitikon
8143	ZH	13	Stallikon
8152	ZH	66	Opfikon
8153	ZH	97	Rümlang
8154	ZH	92	Oberglatt
8155	ZH	90	Niederhasli
8156	ZH	90	Niederhasli
8157	ZH	86	Dielsdorf
8158	ZH	95	Regensberg
8162	ZH	101	Steinmaur
8164	ZH	81	Bachs
8166	ZH	91	Niederweningen
8172	ZH	89	Niederglatt
8173	ZH	88	Neerach
8174	ZH	100	Stadel
8175	ZH	100	Stadel
8180	ZH	53	Bülach
8181	ZH	60	Höri
8182	ZH	59	Hochfelden
8184	ZH	51	Bachenbülach
8185	ZH	72	Winkel
8187	ZH	102	Weiach
8192	ZH	58	Glattfelden
8193	ZH	55	Eglisau
8194	ZH	61	Hüntwangen
8195	ZH	70	Wasterkingen
8196	ZH	71	Wil (ZH)
8197	ZH	67	Rafz
8200	SH	2939	Schaffhausen
8203	SH	2939	Schaffhausen
8207	SH	2939	Schaffhausen
8213	SH	2904	Neunkirch
8214	SH	2901	Gächlingen
8215	SH	2971	Hallau
8216	SH	2972	Oberhallau
8217	SH	2974	Wilchingen
8218	SH	2974	Wilchingen
8219	SH	2973	Trasadingen
8222	SH	2932	Beringen
8223	SH	2902	Guntmadingen
8224	SH	2903	Löhningen
8225	SH	2953	Siblingen
8226	SH	2952	Schleitheim
8228	SH	2951	Beggingen
8231	SH	2939	Schaffhausen
8232	SH	2936	Merishausen
8233	SH	2931	Bargen (SH)
8234	SH	2919	Stetten (SH)
8235	SH	2917	Lohn (SH)
8239	SH	2915	Dörflingen
8240	SH	2920	Thayngen
8241	SH	2920	Thayngen
8242	SH	2920	Thayngen
8243	SH	2920	Thayngen
8245	ZH	27	Feuerthalen
8247	ZH	29	Flurlingen
8248	ZH	34	Laufen-Uhwiesen
8252	TG	4546	Schlatt (TG)
8253	TG	4545	Diessenhofen
8254	TG	4536	Basadingen-Schlattingen
8255	TG	4536	Basadingen-Schlattingen
8259	TG	4871	Wagenhausen
8260	SH	2964	Stein am Rhein
8261	SH	2962	Hemishofen
8262	SH	2963	Ramsen
8263	SH	2961	Buch (SH)
8265	TG	4826	Mammern
8266	TG	4864	Steckborn
8267	TG	4801	Berlingen
8268	TG	4851	Salenstein
8269	TG	4851	Salenstein
8272	TG	4646	Ermatingen
8273	TG	4646	Ermatingen
8280	TG	4671	Kreuzlingen
8302	ZH	62	Kloten
8303	ZH	52	Bassersdorf
8305	ZH	54	Dietlikon
8306	ZH	200	Wangen-Brüttisellen
8307	ZH	174	Illnau-Effretikon
8309	ZH	64	Nürensdorf
8310	ZH	176	Lindau
8312	ZH	176	Lindau
8314	ZH	175	Kyburg
8315	ZH	176	Lindau
8317	ZH	176	Lindau
8320	ZH	172	Fehraltorf
8322	ZH	178	Russikon
8330	ZH	177	Pfäffikon
8331	ZH	177	Pfäffikon
8332	ZH	178	Russikon
8335	ZH	173	Hittnau
8340	ZH	117	Hinwil
8344	ZH	111	Bäretswil
8345	ZH	111	Bäretswil
8353	ZH	217	Elgg
8354	ZH	222	Hofstetten (ZH)
8355	TG	4551	Aadorf
8356	TG	4551	Aadorf
8357	TG	4551	Aadorf
8362	TG	4721	Bichelsee-Balterswil
8363	TG	4721	Bichelsee-Balterswil
8370	TG	4761	Sirnach
8371	TG	4761	Sirnach
8372	TG	4761	Sirnach
8374	TG	4726	Fischingen
8376	TG	4726	Fischingen
8400	ZH	230	Winterthur
8404	ZH	230	Winterthur
8412	ZH	223	Neftenbach
8413	ZH	223	Neftenbach
8414	ZH	24	Buch am Irchel
8415	ZH	23	Berg am Irchel
8416	ZH	28	Flaach
8418	ZH	226	Schlatt (ZH)
8421	ZH	215	Dättlikon
8422	ZH	224	Pfungen
8424	ZH	56	Embrach
8425	ZH	65	Oberembrach
8428	ZH	57	Freienstein-Teufen
8442	ZH	221	Hettlingen
8444	ZH	31	Henggart
8447	ZH	25	Dachsen
8450	ZH	30	Andelfingen
8451	ZH	33	Kleinandelfingen
8452	ZH	21	Adlikon
8453	ZH	33	Kleinandelfingen
8454	SH	2933	Buchberg
8455	SH	2938	Rüdlingen
8457	ZH	32	Humlikon
8458	ZH	26	Dorf
8459	ZH	43	Volken
8460	ZH	35	Marthalen
8461	ZH	33	Kleinandelfingen
8462	ZH	38	Rheinau
8463	ZH	22	Benken (ZH)
8464	ZH	35	Marthalen
8465	ZH	40	Trüllikon
8466	ZH	40	Trüllikon
8468	ZH	44	Waltalingen
8471	ZH	214	Dägerlen
8472	ZH	227	Seuzach
8474	ZH	216	Dinhard
8475	ZH	37	Ossingen
8476	ZH	42	Unterstammheim
8477	ZH	36	Oberstammheim
8478	ZH	39	Thalheim an der Thur
8479	ZH	211	Altikon
8482	ZH	230	Winterthur
8484	ZH	180	Weisslingen
8487	ZH	231	Zell (ZH)
8488	ZH	228	Turbenthal
8489	ZH	182	Wildberg
8493	ZH	171	Bauma
8494	ZH	171	Bauma
8495	ZH	228	Turbenthal
8496	ZH	114	Fischenthal
8497	ZH	114	Fischenthal
8499	ZH	179	Sternenberg
8505	TG	4841	Pfyn
8506	TG	4811	Herdern
8507	TG	4816	Homburg
8508	TG	4816	Homburg
8512	TG	4611	Thundorf
8522	TG	4551	Aadorf
8523	ZH	220	Hagenbuch
8524	TG	4616	Uesslingen-Buch
8526	TG	4601	Neunforn
8532	TG	4621	Warth-Weiningen
8535	TG	4811	Herdern
8536	TG	4821	Hüttwilen
8537	TG	4821	Hüttwilen
8542	ZH	229	Wiesendangen
8543	ZH	212	Bertschikon
8544	ZH	229	Wiesendangen
8545	ZH	225	Rickenbach (ZH)
8547	TG	4571	Gachnang
8548	ZH	218	Ellikon an der Thur
8552	TG	4561	Felben-Wellhausen
8553	TG	4590	Hüttlingen
8555	TG	4831	Müllheim
8556	TG	4951	Wigoltingen
8561	TG	4941	Märstetten
8565	TG	4666	Kemmental
8566	TG	4666	Kemmental
8572	TG	4891	Berg (TG)
8573	TG	4666	Kemmental
8574	TG	4683	Lengwil
8575	TG	4911	Bürglen (TG)
8576	TG	4891	Berg (TG)
8577	TG	4756	Schönholzerswilen
8581	TG	4461	Amriswil
8582	TG	4406	Dozwil
8583	TG	4506	Sulgen
8584	TG	4911	Bürglen (TG)
8587	TG	4461	Amriswil
8588	TG	4511	Zihlschlacht-Sitterdorf
8590	TG	4436	Romanshorn
8592	TG	4451	Uttwil
8593	TG	4426	Kesswil
8594	TG	4656	Güttingen
8595	TG	4641	Altnau
8596	TG	4691	Münsterlingen
8597	TG	4691	Münsterlingen
8598	TG	4643	Bottighofen
8599	TG	4441	Salmsach
8600	ZH	191	Dübendorf
8602	ZH	200	Wangen-Brüttisellen
8604	ZH	199	Volketswil
8605	ZH	199	Volketswil
8608	ZH	112	Bubikon
8610	ZH	198	Uster
8615	ZH	198	Uster
8616	ZH	198	Uster
8617	ZH	196	Mönchaltorf
8618	ZH	157	Oetwil am See
8620	ZH	121	Wetzikon (ZH)
8623	ZH	121	Wetzikon (ZH)
8624	ZH	115	Gossau (ZH)
8625	ZH	115	Gossau (ZH)
8626	ZH	115	Gossau (ZH)
8627	ZH	116	Grüningen
8630	ZH	118	Rüti (ZH)
8632	ZH	113	Dürnten
8633	ZH	112	Bubikon
8634	ZH	153	Hombrechtikon
8635	ZH	113	Dürnten
8637	ZH	120	Wald (ZH)
8638	SG	3333	Goldingen
8639	ZH	120	Wald (ZH)
8645	SG	3340	Rapperswil-Jona
8646	SG	3340	Rapperswil-Jona
8700	ZH	154	Küsnacht (ZH)
8702	ZH	161	Zollikon
8703	ZH	151	Erlenbach (ZH)
8704	ZH	152	Herrliberg
8706	ZH	156	Meilen
8707	ZH	159	Uetikon am See
8708	ZH	155	Männedorf
8713	ZH	158	Stäfa
8714	ZH	153	Hombrechtikon
8715	SG	3340	Rapperswil-Jona
8716	SG	3338	Schmerikon
8717	SG	3312	Benken (SG)
8718	SG	3315	Schänis
8722	SG	3313	Kaltbrunn
8723	SG	3315	Schänis
8725	SG	3331	Ernetschwil
8727	SG	3337	St. Gallenkappel
8732	SG	3332	Eschenbach (SG)
8733	SG	3332	Eschenbach (SG)
8734	SG	3332	Eschenbach (SG)
8735	SG	3337	St. Gallenkappel
8737	SG	3334	Gommiswald
8738	SG	3334	Gommiswald
8739	SG	3314	Rieden
8750	GL	1609	Glarus
8751	UR	1218	Spiringen
8752	GL	1619	Glarus Nord
8753	GL	1617	Glarus Nord
8754	GL	1620	Glarus
8755	GL	1607	Glarus
8756	GL	1616	Glarus Süd
8757	GL	1608	Glarus Nord
8758	GL	1624	Glarus Nord
8762	GL	1627	Glarus Süd
8765	GL	1606	Glarus Süd
8766	GL	1615	Glarus Süd
8767	GL	1605	Glarus Süd
8772	GL	1621	Glarus Süd
8773	GL	1610	Glarus Süd
8774	GL	1612	Glarus Süd
8775	GL	1614	Glarus Süd
8777	GL	1601	Glarus Süd
8782	GL	1626	Glarus Süd
8783	GL	1613	Glarus Süd
8784	GL	1603	Glarus Süd
8800	ZH	141	Thalwil
8802	ZH	135	Kilchberg (ZH)
8803	ZH	139	Rüschlikon
8804	ZH	142	Wädenswil
8805	ZH	138	Richterswil
8807	SZ	1322	Freienbach
8808	SZ	1322	Freienbach
8810	ZH	133	Horgen
8815	ZH	133	Horgen
8816	ZH	132	Hirzel
8824	ZH	140	Schönenberg (ZH)
8825	ZH	134	Hütten
8833	ZH	138	Richterswil
8834	SZ	1321	Feusisberg
8835	SZ	1321	Feusisberg
8840	SZ	1301	Einsiedeln
8841	SZ	1301	Einsiedeln
8844	SZ	1301	Einsiedeln
8845	SZ	1375	Unteriberg
8846	SZ	1301	Einsiedeln
8847	SZ	1301	Einsiedeln
8849	SZ	1361	Alpthal
8852	SZ	1341	Altendorf
8853	SZ	1344	Lachen
8855	SZ	1349	Wangen (SZ)
8856	SZ	1347	Tuggen
8857	SZ	1348	Vorderthal
8858	SZ	1343	Innerthal
8862	SZ	1346	Schübelbach
8863	SZ	1346	Schübelbach
8865	GL	1602	Glarus Nord
8867	GL	1622	Glarus Nord
8868	GL	1623	Glarus Nord
8873	SG	3311	Amden
8874	GL	1618	Glarus Nord
8877	SG	3295	Quarten
8878	SG	3295	Quarten
8880	SG	3298	Walenstadt
8881	SG	3298	Walenstadt
8882	SG	3295	Quarten
8883	SG	3295	Quarten
8884	SG	3295	Quarten
8885	SG	3295	Quarten
8886	SG	3293	Mels
8887	SG	3293	Mels
8888	SG	3293	Mels
8889	SG	3293	Mels
8890	SG	3292	Flums
8892	SG	3298	Walenstadt
8893	SG	3292	Flums
8894	SG	3292	Flums
8895	SG	3292	Flums
8896	SG	3292	Flums
8897	SG	3292	Flums
8902	ZH	250	Urdorf
8903	ZH	242	Birmensdorf (ZH)
8904	ZH	241	Aesch (ZH)
8906	ZH	3	Bonstetten
8907	ZH	14	Wettswil am Albis
8908	ZH	5	Hedingen
8909	ZH	2	Affoltern am Albis
8910	ZH	2	Affoltern am Albis
8911	ZH	12	Rifferswil
8912	ZH	10	Obfelden
8913	ZH	11	Ottenbach
8914	ZH	1	Aeugst am Albis
8915	ZH	4	Hausen am Albis
8916	AG	4071	Jonen
8917	AG	4073	Oberlunkhofen
8918	AG	4079	Unterlunkhofen
8919	AG	4238	Rottenschwil
8925	ZH	4	Hausen am Albis
8926	ZH	6	Kappel am Albis
8932	ZH	9	Mettmenstetten
8933	ZH	8	Maschwanden
8934	ZH	7	Knonau
8942	ZH	137	Oberrieden
8952	ZH	247	Schlieren
8953	ZH	243	Dietikon
8954	ZH	244	Geroldswil
8955	ZH	246	Oetwil an der Limmat
8956	AG	4030	Killwangen
8957	AG	4040	Spreitenbach
8962	AG	4023	Bergdietikon
8964	AG	4075	Rudolfstetten-Friedlisb.
8966	AG	4074	Oberwil-Lieli
8967	AG	4081	Widen
9015	SG	3203	St. Gallen
9030	SG	3442	Gaiserwald
9032	SG	3442	Gaiserwald
9033	SG	3219	Untereggen
9034	SG	3212	Eggersriet
9036	SG	3212	Eggersriet
9037	AR	3023	Speicher
9038	AR	3034	Rehetobel
9042	AR	3023	Speicher
9043	AR	3025	Trogen
9044	AR	3036	Wald (AR)
9052	AR	3024	Teufen (AR)
9053	AR	3024	Teufen (AR)
9054	AI	3104	Schlatt-Haslen
9055	AR	3021	Bühler
9056	AR	3022	Gais
9062	AR	3024	Teufen (AR)
9063	AR	3005	Stein (AR)
9064	AR	3002	Hundwil
9100	AR	3001	Herisau
9103	AR	3004	Schwellbrunn
9104	AR	3007	Waldstatt
9108	AI	3102	Gonten
9112	AR	3001	Herisau
9113	SG	3401	Degersheim
9114	SG	3378	Neckertal
9115	SG	3378	Neckertal
9116	SG	3401	Degersheim
9122	SG	3378	Neckertal
9123	SG	3378	Neckertal
9125	SG	3378	Neckertal
9127	SG	3378	Neckertal
9200	SG	3443	Gossau (SG)
9203	SG	3424	Oberbüren
9204	SG	3441	Andwil (SG)
9205	SG	3444	Waldkirch
9215	TG	4501	Kradolf-Schönenberg
9216	TG	4495	Hohentannen
9217	TG	4501	Kradolf-Schönenberg
9223	TG	4471	Bischofszell
9225	TG	4486	Hauptwil-Gottshaus
9230	SG	3402	Flawil
9231	SG	3402	Flawil
9242	SG	3407	Oberuzwil
9243	SG	3405	Jonschwil
9244	SG	3408	Uzwil
9245	SG	3424	Oberbüren
9246	SG	3422	Niederbüren
9247	SG	3408	Uzwil
9248	SG	3407	Oberuzwil
9249	SG	3408	Uzwil
9300	SG	3204	Wittenbach
9304	SG	3444	Waldkirch
9305	SG	3211	Berg (SG)
9306	TG	4431	Roggwil (TG)
9308	SG	3201	Häggenschwil
9312	SG	3201	Häggenschwil
9314	TG	4411	Egnach
9315	TG	4411	Egnach
9322	TG	4411	Egnach
9323	SG	3217	Steinach
9325	TG	4431	Roggwil (TG)
9326	TG	4421	Horn
9327	SG	3218	Tübach
9400	SG	3215	Rorschach
9402	SG	3214	Mörschwil
9403	SG	3213	Goldach
9404	SG	3216	Rorschacherberg
9410	AR	3032	Heiden
9411	AR	3035	Reute (AR)
9413	AI	3111	Oberegg
9414	AR	3035	Reute (AR)
9423	SG	3237	Thal
9424	SG	3235	Rheineck
9425	SG	3237	Thal
9426	AR	3033	Lutzenberg
9430	SG	3236	St. Margrethen
9434	SG	3231	Au (SG)
9436	SG	3232	Balgach
9437	SG	3253	Marbach (SG)
9443	SG	3238	Widnau
9444	SG	3234	Diepoldsau
9445	SG	3255	Rebstein
9451	SG	3254	Oberriet (SG)
9453	SG	3252	Eichberg
9462	SG	3254	Oberriet (SG)
9463	SG	3254	Oberriet (SG)
9465	SG	3274	Sennwald
9466	SG	3274	Sennwald
9467	SG	3274	Sennwald
9468	SG	3274	Sennwald
9469	SG	3274	Sennwald
9472	SG	3273	Grabs
9473	SG	3272	Gams
9475	SG	3275	Sevelen
9476	SG	3276	Wartau
9477	SG	3276	Wartau
9478	SG	3276	Wartau
9479	SG	3276	Wartau
9500	SG	3425	Wil (SG)
9502	TG	4723	Braunau
9503	TG	4921	Bussnang
9504	TG	4921	Bussnang
9506	TG	4741	Lommis
9507	TG	4606	Stettfurt
9508	TG	4741	Lommis
9512	SG	3421	Bronschhofen
9514	TG	4791	Wuppenau
9515	TG	4791	Wuppenau
9517	TG	4921	Bussnang
9523	SG	3426	Zuzwil (SG)
9525	SG	3423	Niederhelfenschwil
9526	SG	3423	Niederhelfenschwil
9527	SG	3423	Niederhelfenschwil
9532	TG	4751	Rickenbach (TG)
9533	SG	3392	Kirchberg (SG)
9534	SG	3392	Kirchberg (SG)
9535	TG	4786	Wilen (TG)
9536	SG	3405	Jonschwil
9542	TG	4746	Münchwilen (TG)
9545	TG	4781	Wängi
9546	TG	4781	Wängi
9547	TG	4551	Aadorf
9552	SG	3421	Bronschhofen
9553	TG	4716	Bettwiesen
9554	TG	4776	Tobel-Tägerschen
9555	TG	4776	Tobel-Tägerschen
9556	TG	4711	Affeltrangen
9562	TG	4711	Affeltrangen
9565	TG	4921	Bussnang
9573	TG	4761	Sirnach
9602	SG	3392	Kirchberg (SG)
9606	SG	3391	Bütschwil
9607	SG	3394	Mosnang
9608	SG	3403	Ganterschwil
9612	SG	3394	Mosnang
9613	SG	3394	Mosnang
9614	SG	3394	Mosnang
9615	SG	3391	Bütschwil
9621	SG	3375	Oberhelfenschwil
9622	SG	3373	Krinau
9631	SG	3377	Wattwil
9633	SG	3372	Hemberg
9642	SG	3352	Ebnat-Kappel
9643	SG	3358	Nesslau-Krummenau
9650	SG	3358	Nesslau-Krummenau
9651	SG	3358	Nesslau-Krummenau
9652	SG	3358	Nesslau-Krummenau
9655	SG	3356	Stein (SG)
9656	SG	3359	Wildhaus-Alt St. Johann
9657	SG	3359	Wildhaus-Alt St. Johann
9658	SG	3359	Wildhaus-Alt St. Johann
